PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,BuildingAge,distance_center,nb_use_types,Electricity,SteamUse,NaturalGas,Buildings Consumption,Neighborhood Consumption
Low-Rise Multifamily,CENTRAL,1.0,4,25966,0,34.0,942636.6875,False,Compliant,6.57,64,7.178930820449187,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mid-Rise Multifamily,NORTH,1.0,5,33456,0,93.0,828020.8125,False,Compliant,5.77,27,8.221654315399974,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,EAST,1.0,4,63336,0,53.0,1842562.75,False,Compliant,12.85,57,8.275379742450879,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,CENTRAL,1.0,4,63236,5958,78.0,1924355.875,False,Compliant,37.51,25,7.244544113474319,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTH,1.0,3,44202,0,79.0,1128634.875,False,Compliant,7.87,41,6.326094634335294,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,EAST,1.0,3,45067,0,84.0,2025533.0,False,Compliant,85.22,64,8.21070896801612,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,LAKE UNION,1.0,3,21990,0,79.0,634931.625,True,Error - Correct Default Data,4.43,34,2.347114506651381,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,4.0,4,90372,0,83.0,1730431.0,False,Compliant,12.06,39,1.3888159859964941,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
High-Rise Multifamily,EAST,1.0,11,67813,0,77.0,3104171.5,False,Compliant,86.5,61,2.8262588046498847,2,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,LAKE UNION,1.0,4,38270,0,53.0,1038815.188,False,Compliant,22.89,24,3.3344572908745698,3,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,6,132150,0,,5960927.5,False,Compliant,151.91,122,1.2867580244273584,6,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Warehouse,LAKE UNION,1.0,1,40028,0,80.0,942415.1875,False,Compliant,6.76,85,3.282348898119385,3,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,LAKE UNION,1.0,3,44510,18228,23.0,2188051.25,False,Compliant,15.25,16,3.1710008351555343,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Worship Facility,NORTH,1.0,1,21624,0,90.0,666687.5,False,Compliant,20.96,69,9.11937441937652,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mid-Rise Multifamily,NORTH,1.0,6,81608,0,95.0,1545519.375,False,Compliant,12.46,21,8.383750955530607,2,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHWEST,1.0,4,21841,0,,455798.9063,False,Compliant,3.18,56,4.1826940486527535,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
K-12 School,NORTHWEST,1.0,1,42239,0,83.0,2145603.5,True,Error - Correct Default Data,72.69,53,4.04356194840672,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,Northwest,1.0,4,21880,0,,895310.5,False,Compliant,6.24,55,3.4134359241435415,3,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
K-12 School,Northwest,1.0,3,51360,0,89.0,1403094.75,True,Error - Correct Default Data,30.22,98,3.8075230040811694,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,CENTRAL,1.0,2,24621,0,96.0,598857.8125,False,Compliant,4.17,56,6.2804362078452085,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,8,75477,0,16.0,4486477.0,False,Compliant,93.44,44,3.0666458579178486,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,DOWNTOWN,0.0,3,21600,0,,1539176.625,False,Compliant,32.42,30,2.98164928428162,2,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Mixed Use Property,DOWNTOWN,1.0,3,20620,0,,747456.875,False,Compliant,20.78,114,3.056546661270463,3,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,DOWNTOWN,1.0,4,36000,0,6.0,1319572.875,False,Compliant,9.2,113,3.0447319366610146,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,6,47607,12437,99.0,2184336.75,False,Compliant,48.91,113,3.03636785045265,3,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Hotel,DOWNTOWN,1.0,5,40552,0,99.0,1200180.875,False,Compliant,53.25,113,2.939127142168322,1,True,False,True,medium electricity consuming buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,6,34848,0,,3776768.25,False,Compliant,161.39,109,2.940997167966864,3,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,DOWNTOWN,1.0,3,27494,0,,652342.5,False,Compliant,4.55,113,3.0168754668214195,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,DOWNTOWN,1.0,4,23200,0,62.0,842511.0,False,Compliant,5.87,113,3.0052646078711964,1,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,5,97737,0,85.0,2747172.75,False,Compliant,47.02,32,2.9451672518891017,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
High-Rise Multifamily,DOWNTOWN,1.0,12,76094,0,40.0,3634625.75,False,Compliant,70.4,50,2.9266374462223306,1,True,False,True,low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,DOWNTOWN,1.0,3,27600,0,76.0,851651.1875,False,Compliant,5.94,120,2.8865396261386516,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Senior Care Community,DOWNTOWN,1.0,7,134974,0,100.0,4760734.0,False,Compliant,145.97,18,2.9095529204219095,2,True,False,True,low electricity consumption buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,DOWNTOWN,1.0,3,31432,0,,1439572.375,False,Compliant,10.04,114,2.9652963162468007,3,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,5,67590,0,,3629002.5,False,Compliant,141.88,18,3.069087097738475,2,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Retail Store,DOWNTOWN,1.0,2,24550,0,100.0,977230.3125,False,Compliant,6.73,106,3.082009188918186,2,True,False,True,low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,DOWNTOWN,1.0,3,24171,0,,843267.0,False,Compliant,26.48,107,3.0916137755478394,2,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,DOWNTOWN,1.0,4,34560,0,94.0,1023327.875,False,Compliant,22.63,114,3.1094914062517285,2,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,BALLARD,1.0,3,57770,0,71.0,1048813.75,False,Compliant,7.31,43,5.662251196739839,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,LAKE UNION,2.0,4,23341,0,90.0,609921.6875,False,Compliant,11.42,34,3.1957486912126605,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
K-12 School,LAKE UNION,1.0,2,61052,0,80.0,2366929.5,True,Error - Correct Default Data,47.78,23,3.5874266836279407,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,2,65042,0,41.0,2125323.5,False,Compliant,14.82,74,7.610263887289827,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mid-Rise Multifamily,NORTHEAST,1.0,8,143960,0,97.0,2993610.0,False,Compliant,63.34,55,7.4323222783025775,2,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Other,CENTRAL,1.0,3,25864,0,,1028277.313,False,Compliant,34.61,115,4.0666731668074965,2,True,False,True,low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,3,20004,0,,471113.3125,False,Compliant,3.28,51,5.033486954065867,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,3,36300,0,98.0,608199.8125,False,Compliant,4.24,44,5.011985025116869,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
University,NORTHEAST,1.0,3,20008,0,,1516415.75,False,Compliant,63.21,67,5.057541495998937,1,True,False,True,buildings with high electricity consumption,Neighborhood with medium electricity consumption
Other,NORTHEAST,1.0,3,20686,0,,1207504.0,False,Compliant,42.71,99,5.047136756557623,1,True,False,True,low electricity consumption buildings,Neighborhood with medium electricity consumption
Residence Hall,NORTHEAST,1.0,3,22124,0,82.0,637685.0,False,Compliant,4.45,94,5.032086679873749,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,4,34795,0,95.0,1079505.0,False,Compliant,7.53,35,4.988904016519095,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,3,23800,0,,492807.6875,False,Compliant,3.44,24,5.023274372447539,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Residence Hall,NORTHEAST,1.0,3,27487,0,82.0,1594504.875,False,Compliant,65.95,97,5.206545349222499,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Residence Hall,NORTHEAST,1.0,4,23616,0,55.0,1656420.25,False,Compliant,53.65,97,5.160752533782444,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,3,20629,0,52.0,1209433.5,False,Compliant,48.45,95,5.271256711339205,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Residence Hall,NORTHEAST,1.0,3,33448,0,78.0,998633.5,False,Compliant,6.96,47,5.253066939858578,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mixed Use Property,EAST,0.0,2,29508,7120,,2217620.0,False,Compliant,81.24,18,3.52995784539887,6,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,CENTRAL,1.0,3,20992,0,,2473302.0,False,Compliant,104.74,110,4.487301745096362,3,True,False,True,low electricity consumption buildings,Neighborhood with medium electricity consumption
K-12 School,CENTRAL,1.0,2,22344,0,40.0,1522596.75,False,Compliant,55.23,98,4.992062677503089,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,CENTRAL,1.0,4,24980,0,44.0,1346978.75,False,Compliant,32.81,111,5.069867510683157,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,CENTRAL,1.0,4,24415,0,76.0,727374.6875,False,Compliant,5.07,34,5.657498431434299,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,CENTRAL,1.0,3,31300,0,100.0,770175.8125,False,Compliant,19.68,113,5.427169378534979,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
University,EAST,1.0,3,31900,0,,2466100.0,False,Compliant,96.2,102,2.9876380385138805,1,True,False,True,buildings with high electricity consumption,Neighborhood with avery low electricity consumption
Other,BALLARD,1.0,2,29417,0,,1631479.125,False,Compliant,56.25,73,5.251111042367537,4,True,False,True,low electricity consumption buildings,Neighborhood with medium electricity consumption
Mixed Use Property,DOWNTOWN,1.0,3,49299,0,,4729846.5,False,Compliant,9.23,114,3.114696852660814,3,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,GREATER DUWAMISH,1.0,3,58035,15187,98.0,952635.375,False,Compliant,6.64,18,6.981821418474194,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,GREATER DUWAMISH,1.0,4,54300,0,84.0,1201587.125,False,Compliant,8.38,18,7.075163549619442,3,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Senior Care Community,SOUTHWEST,1.0,4,76699,19133,35.0,4215991.5,False,Compliant,91.49,23,4.659308680708299,2,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,EAST,1.0,3,20064,0,,1257144.75,False,Compliant,58.59,101,4.299502563089293,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mixed Use Property,EAST,1.0,2,21036,0,,2735811.5,False,Compliant,78.36,35,6.489452278314732,5,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,5,81120,0,98.0,1591124.875,False,Compliant,11.09,112,3.1560542342515308,3,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Mixed Use Property,NORTHEAST,1.0,2,32928,0,9.0,5652231.0,False,Compliant,39.4,24,4.315031458953198,4,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Worship Facility,NORTHEAST,1.0,2,20039,0,100.0,104722.2969,False,Non-Compliant,0.73,69,8.25028242363317,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
K-12 School,NORTHEAST,1.0,2,54943,0,94.0,2155390.25,True,Error - Correct Default Data,83.76,95,8.352432882064669,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,44476,0,33.0,1368120.5,False,Compliant,29.7,63,5.02703898344749,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1,35017,0,66.0,1295485.25,False,Compliant,27.06,54,5.284901427743475,3,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
